etat_car,marque,annee,boite_vit,adresse_vente,prix,image_link
Occasion,Ford,2013,Automatique,"Hlm,Dakar",3100000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a2a355741cc4a5043d440326e098cb02/-/horizon-files-prod/ed/picture/qzvdq8md/5957c0832612f8eeffef28e14d1c40638bb73fc2.jpg
Venant,Mazda,2016,Automatique,"Rufisque,Dakar",9000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5e2500d9335b761ffa27c68c2a1d6c9f/-/horizon-files-prod/ed/picture/qpd65mqr/d13bd658c19106fded92c8e0860716d62b592edd.jpg
Neuf,Range Rover,2018,Automatique,"Nord foire,Dakar",35000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e889475e12285200fbf505bd3604f8ab/-/horizon-files-prod/ed/picture/qgq9d2ek/e2209423d7e6e59578cb28b49c94aa0338ba1c11.jpg
Venant,Hyundai,2017,Automatique,"Keur Massar,Dakar",9800000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/433a887592adf38963a8550fd94dc3ed/-/horizon-files-prod/ed/picture/qenqmvj4/b8950fd0dad724807f84f2b830fa7b63e45adea7.jpg
Venant,Toyota,2019,Automatique,"Colobane,Dakar",15800000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0258dd9fab905782774549e5a589165c/-/horizon-files-prod/ed/picture/q0gwx7mw/b2ade9c72305317872031793295e7139ee363694.jpg
Réconditionné,Hyundai,2014,Automatique,"Rufisque,Dakar",6000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e5959249a23d056fe0c7901cbaaba2c0/-eyJvciI6MH0%3D/horizon-files-prod/ed/picture/q9m92jw6/86527f280a67521cc44761b69e3f1366d2c716b6.jpg
Venant,BMW,2023,Automatique,"VDN,Dakar",64000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/95a23dbabde0c683f863e999479b0137/-/horizon-files-prod/ed/picture/q6xk2d07/fab42215f3db6a378dcb5d2ffa6ffdc4bd091949.jpg
Occasion,Honda,2015,Automatique,"Almadies,Dakar",6200000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/627636a105cd4a83fcb4318ccf73218a/-/horizon-files-prod/ed/picture/qrzvk8mj/ac308965c943e418e440bad8cf74f1b725cee0c0.jpg
Occasion,Jeep,2019,Automatique,"Sicap Sacré-cœur,Dakar",18000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e69313c0470d30fa5b1c1526686b45d6/-/horizon-files-prod/ed/picture/qkrgd8qv/d0d7bf0e934f7a75ec17605d959e6290f23a1cc7.jpg
Venant,Volkswagen,2019,Automatique,"Point-e,Dakar",15000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/88a66b4df15e2318708ee93aad6475a9/-/horizon-files-prod/ed/picture/q0gwxwed/349f62a589e80087e2ad4758ab428594eb2f7310.jpg
Venant,Audi,2015,Automatique,"Thiès,Thiès",15000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/dbccde8dd77b730b705338b434f344ab/-/horizon-files-prod/ed/picture/qgq9k9nn/e3432bdf63e681b04cb114901d18b577ba0ab58c.jpg
Venant,Mercedes-Benz,2017,Automatique,"Cité keur gorgui,Dakar",23500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a3f1eb3487941a587644743b63d13d35/-/horizon-files-prod/ed/picture/qj4rw7xr/11e206f73b84fb18159f9fad6c5a282e48fdf669.jpg
Venant,Hyundai,2019,Automatique,"Almadies,Dakar",31800000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e0421b3a90e1b637e6812131fca8fbcf/-/horizon-files-prod/ed/picture/q56x24r0/6457daaf4db297885a86feb579cb2c82dfda4261.jpg
Venant,Ford,2022,Automatique,"Almadies,Dakar",32500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d9a1e9404aa5f3b69ae962f89ebb83b8/-/horizon-files-prod/ed/picture/q448dqd5/c01a5383e9c73762b68b4594cf5fe555663c6eec.jpg
Venant,Ford,2017,Automatique,"Cité keur gorgui,Dakar",8000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1f63a7b09965d4a6a2461b0f23ec5212/-/horizon-files-prod/ed/picture/qenqj079/d0e21da1b43c0956bd493c8bc126c907443704ed.jpg
Occasion,Toyota,2019,Automatique,"Médina,Dakar",26000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d886e193cf899db19d9532652310e81c/-/horizon-files-prod/ed/picture/qq47z2gv/6bdeead70c52bb7824ca50124e21d36d65305c87.jpg
Occasion,Peugeot,2009,Manuelle,"Golf,Dakar",2900000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/878de8e245408cd780211c628c22d55b/-/horizon-files-prod/ed/picture/qkrgdgjx/30ae1ce5dede0ece11219657ab8277e439b24de2.jpg
Neuf,Land Rover,2017,Automatique,"Almadies,Dakar",23000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/df591b088a53fee03e13579bd88b05a1/-/horizon-files-prod/ed/picture/q785dwxg/f4433156753e585273191f851a6be2148021bb21.jpg
Venant,Hyundai,2016,Automatique,"Nord foire,Dakar",6000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2525e14e4dde8b1406aa9a8c502c2966/-/horizon-files-prod/ed/picture/q4482nn5/c7636cf61c54f6f942912d0c69d5f6e9f322fe2d.jpg
Neuf,Ford,2017,Automatique,"Guediawaye,Dakar",11500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e9e71f0e7a7c336d3d9cac48529cc981/-/horizon-files-prod/ed/picture/q448q90r/455b3f432b68698023f37d8f3239603e8bbecdaf.jpg
Neuf,Mitsubishi,2015,Automatique,"Parcelles Assainies,Dakar",8700000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e6f817f00ca52f81d53f9de2bbf0eecb/-/horizon-files-prod/ed/picture/qpd67ew4/31e45076432295b01c8d6cecc88f66fbf0da8dea.jpg
Occasion,Kia,2017,Manuelle,"Ouest foire,Dakar",7500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a369cbf1b3c13f30bad30175eaf3e785/-/horizon-files-prod/ed/picture/q8v524vr/c1369cccaf4fa9d4f7440d5aafa275212efce956.jpg
Occasion,Mitsubishi,2014,Automatique,"Cité Damel,Dakar",10500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/29afbbaffda83b5535072d937028f5e0/-/horizon-files-prod/ed/picture/qdekzrp5/0f157774205444b5e1443e5382b73898692f21e9.jpg
Occasion,Toyota,2010,Automatique,"Golf,Dakar",4700000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a837dd26e5d6a231cc2da13fd9670461/-/horizon-files-prod/ed/picture/qzvdqdxq/937da37923f3adcd96dfaab237cd79776243b008.jpg
Venant,Hyundai,2017,Automatique,"Parcelles Assainies,Dakar",6799999,https://i.roamcdn.net/hz/ed/listing-thumb-224w/dd50a1c691f236209d2db98879b3f45d/-/horizon-files-prod/ed/picture/qj4rdrkz/95563e0ed44d6c1b63129bb9417ccdd167c41788.jpg
Venant,Jeep,2018,Automatique,"Point-e,Dakar",18000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1cd889445f3236c5ccc33d1c52ccca4d/-/horizon-files-prod/ed/picture/qrzvkvpx/92b624834614bb4eeea3488eccc25302b9e7a170.jpg
Occasion,Nissan,2003,Manuelle,"Bambilor,Dakar",3000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f54b1aac74e76f4b85fb8ade6d5250ff/-/horizon-files-prod/ed/picture/qv4e5jzg/1c718eb32e13b3d559f9e4753fc8610d1a257fef.jpg
Venant,Hyundai,2015,Automatique,"Thiès,Thiès",10500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/018c4d6853a1dd7ceec98d95c469cf30/-/horizon-files-prod/ed/picture/q6xk2kgn/f8441dfb4cd862f4379ae7305fb00a4d80cabdd4.jpg
Venant,Hyundai,2017,Automatique,"Hann maristes,Dakar",10499948,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e6847b60aff1c9f6db0ed1d3f0354960/-/horizon-files-prod/ed/picture/qpd6qr6x/bb1f088ac761a4d07cc23220cec7f1cdbf69f78b.jpg
Occasion,Toyota,2017,Automatique,"VDN,Dakar",9500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5f82418d200b0a29a1f89ae7d6b078b3/-/horizon-files-prod/ed/picture/q0gwxwje/ec5a6727abd175e4c57492183f20b3a830365e0e.jpg
Venant,Mitsubishi,2016,Automatique,"Cité keur gorgui,Dakar",10500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/84379f9b72491321a3e64ec835bc0c3c/-/horizon-files-prod/ed/picture/qdekdz8g/87a02300658343103c8c5a2d14fece5ee63d497b.jpg
Occasion,Peugeot,2012,Manuelle,"Mermoz,Dakar",4200000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/fbef925ca559c07003911e5b7d8c0beb/-/horizon-files-prod/ed/picture/qpd656e2/4b4f93d525f1cd4bf086dc0a749b9335828a2472.jpg
Occasion,Fiat,2016,Manuelle,"Golf,Dakar",7000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/62653a0f32671ec01ea4ccb360fa8635/-/horizon-files-prod/ed/picture/qdekzwv2/c4dd6233ac9e389f322e8cbd2fc97310ed09f29f.jpg
Occasion,Ford,2015,Automatique,"Yoff,Dakar",15000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7270cc0db91f70d5e12b0b765f247006/-/horizon-files-prod/ed/picture/q56xv4pp/0d4735c0700bfe13bbdfeb61212aed0ab6ec760f.jpg
Occasion,Hyundai,2013,Automatique,"Liberte 2,Dakar",3700000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/95f64a9f5277b2b5bed38fd2742d3312/-/horizon-files-prod/ed/picture/qdekzkzr/727474aeb2672364d8c8e8ba612b05cf625d7318.jpg
Neuf,Toyota,2016,Automatique,"Colobane,Dakar",37500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/88cf99e1b2b77b548820bdabe6b5db85/-/horizon-files-prod/ed/picture/qm5pkp9w/2262e41f78de2cc33c0c41cc9ff089f7e646b152.jpg
Venant,Mitsubishi,2015,Automatique,"Colobane,Dakar",14500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e844832b0639a8b19f936e066a6be301/-/horizon-files-prod/ed/picture/q0gwzqk8/ed1eb196994f904f8df8ad50c80adcbad67f5e00.jpg
Occasion,Ford,2011,Automatique,"Almadies,Dakar",2700000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/91063871367b7db7c3f62a4ed7742d86/-/horizon-files-prod/ed/picture/q8v52v40/2d148c0e2b002bdc0ea7d3719691229f680a242a.jpg
Occasion,Toyota,2012,Automatique,"Almadies,Dakar",5750000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f2d8979f36c3600818221daa3d09e8c3/-/horizon-files-prod/ed/picture/qm5pnd6j/bbab73da792a1c8388e39a5f7bd668be78268f27.jpg
Venant,Kia,2015,Automatique,"Ouest foire,Dakar",9500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/63dd9e79ab4b9c517968e5107c13622b/-/horizon-files-prod/ed/picture/qwe25r2j/abbbfaae69cd215c70e17c35e3b9d07470ebc786.jpg
Neuf,Hyundai,2018,Automatique,"Médina,Dakar",14000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ab9e4a1f07e14740a3ff3c9765d9c4e3/-/horizon-files-prod/ed/picture/qrzv0z42/dd19bcf25b077eeacbf85ef403c4e6016cee1ef7.jpg
Venant,Ford,2020,Automatique,"Dieuppeul,Dakar",26000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a335c0f0a45c451086b7181dac4711aa/-/horizon-files-prod/ed/picture/q56x52v6/6725903ae447df22881e5ea1c216c2c0226e6b0e.jpg
Venant,Citroen,2015,Manuelle,"VDN,Dakar",8000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/dca7a75227f5a0310f5c676152a5a2c9/-/horizon-files-prod/ed/picture/q785jr8e/dcc70b05352211c76c7579d8f4823510a55004c8.jpg
Venant,Peugeot,2016,Automatique,"Ouest foire,Dakar",6700000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0fb6e6ee11985347cfa2057ab70ed86e/-/horizon-files-prod/ed/picture/q6xk26g4/e091110da5996648fd9431db459cd2ebbefc275f.jpg
Venant,Ford,2017,Automatique,"Parcelles Assainies,Dakar",8500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/39e67b0ecaf6bdc2edc668e3d326f30b/-/horizon-files-prod/ed/picture/q6xk2697/f4ef65e802472c4699c088803f33a485de0db13e.jpg
Venant,Mitsubishi,2015,Automatique,"Parcelles Assainies,Dakar",8800000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2af388e01f13fbd47a3bff42f8dc8021/-/horizon-files-prod/ed/picture/q2jqn4eg/8e528a872ba4b3516e723535066ff5e981903ebb.jpg
Occasion,Peugeot,2015,Manuelle,"VDN,Dakar",4750000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/700ec382c14dcada389b5a901cf61a61/-/horizon-files-prod/ed/picture/qq478j7k/f34ba8b296c06e058840c84fcf99cca111ac1c8e.jpg
Occasion,Ford,2014,Automatique,"VDN,Dakar",4400000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d4592ed87442083f032192885924d32d/-/horizon-files-prod/ed/picture/q8v5xj60/1f99d03f1dfacfdcc24052361dcef1c554f2cc40.jpg
Venant,Kia,2016,Automatique,"Médina,Dakar",11500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b1dc7f353532e64b75149e6f76c9a4d6/-/horizon-files-prod/ed/picture/qdek4dm2/7661850c5e417a3c20d3a2982e89e4d3e19daf6f.jpg
Occasion,Jeep,2015,Automatique,"Hlm,Dakar",6700000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b7b692e4e668eb0337aac239f23afd78/-/horizon-files-prod/ed/picture/q0gwx20x/a046eaea87a1525ff22a44155f2ea94cebaa6760.jpg
Venant,Hyundai,2016,Automatique,"Ouest foire,Dakar",6100000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0bda3fed58ded7b66c236aac4ae53759/-/horizon-files-prod/ed/picture/qpd65wqm/7e15adb3a9bb1f4f8690f940aaf1da58878837e9.jpg
Venant,Peugeot,2022,Automatique,"Sicap Liberté,Dakar",22500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3680e2c2926b71009891f23134fb553f/-/horizon-files-prod/ed/picture/q56x245r/c3d7707a90b973ec90f1a15069b01d59b23401f9.jpg
Neuf,Nissan,2021,Automatique,"Cité Damel,Dakar",14000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7616927f9bd74cc3e31a3474f2120ea9/-/horizon-files-prod/ed/picture/q6xk265z/49184b333a6a2620d8f12b4ec4873e51ac673f26.jpg
Occasion,Toyota,2007,Manuelle,"Cité keur gorgui,Dakar",3700000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1549013650546f96983575edb5e82a4b/-/horizon-files-prod/ed/picture/qwe25675/687d0e999de44408cd28d02021b39f8e2a7632cc.jpg
Venant,Mitsubishi,2018,Automatique,"Ouest foire,Dakar",31000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/476e79214891e95afcb0def84b6c9ade/-/horizon-files-prod/ed/picture/q6xk26vg/edc940bac00e30407e0cf01e837a2678738206f5.jpg
Occasion,Ford,2013,Automatique,"Sicap foire,Dakar",5700000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6b528a2ab32c209fa5ebb77d1f47382f/-/horizon-files-prod/ed/picture/q785d7xn/5fc5dcda6c96a438aad3b842f3692ebb22eda00a.jpg
Occasion,Hyundai,2012,Automatique,"Mermoz,Dakar",5000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0ef00bcf40b85c0ec3f0ea6264d3de9a/-/horizon-files-prod/ed/picture/q4482d6r/819576aa1c3305de69c06e94b964dff8c1687bbf.jpg
Venant,Toyota,2017,Automatique,"Sicap foire,Dakar",25000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/cf9f32bc7ff63d855fb99c3bc16cba44/-/horizon-files-prod/ed/picture/q0gwx2ng/e82f68913852fa0119b472306a07454522832db2.jpg
Occasion,Hyundai,2019,Automatique,"Sicap foire,Dakar",13000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d909af2ebce014d7a21c4985247a38ad/-/horizon-files-prod/ed/picture/qpd65wgr/dd71f49c7e1817db1e45664b5d567aa175f4f2a1.jpg
Venant,Lexus,2017,Automatique,"VDN,Dakar",18500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/bc6bed4b89465165bc13d9d7e9579136/-/horizon-files-prod/ed/picture/qgq9kgm0/057b8539e7b4d38d49b47d05a9bf6aa1b7eba857.jpg
Venant,Kia,2016,Automatique,"Cité Damel,Dakar",12500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/cbe4102f0513e0dede55ab3a4b3f87e3/-/horizon-files-prod/ed/picture/qv4e0pex/9117b24cf6eb5a1cc01f08db1802fd5e6b695069.jpg
Venant,Mitsubishi,2015,Manuelle,"Parcelles Assainies,Dakar",14500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/fc022f35c360c6c4df2ddd17c8afa8df/-/horizon-files-prod/ed/picture/qv4ez7k2/c8fcadff492143747ebb58d6e729706e020bf116.jpg
Neuf,Mitsubishi,2013,Automatique,"Liberte 6,Dakar",7900000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e227bd6261c478175bca3a9877da9bac/-/horizon-files-prod/ed/picture/qrzv4rp9/f4329e0c2267958a7965625d71178a2780da6372.jpg
Neuf,Toyota,2016,Automatique,"Liberte 6,Dakar",26000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/77644c053ec115429461797c697c34a6/-/horizon-files-prod/ed/picture/q785wg68/45341a1fcdfc3abd2a91933c9a2b8011bc13f3f5.jpg
Venant,Citroen,2016,Manuelle,"Pikine,Dakar",8500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/549ffabe10c86a810a3463f747a0975e/-/horizon-files-prod/ed/picture/q8v52zv7/8b8ba5288f60aeb361f34c6360fecdbd94a925cb.jpg
Occasion,Mercedes-Benz,2015,Automatique,"Sacré-cœur,Dakar",9000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/fde2315160d608ae2d979e55b0589387/-/horizon-files-prod/ed/picture/q8v5xjqx/188c1bf5184e5fbd72ef0e7db2afac694b26fee4.jpg
Occasion,Renault,2016,Manuelle,"Pikine,Dakar",8300000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/52c3467f508b2a878a5c497979a951de/-/horizon-files-prod/ed/picture/q2jq2rjq/dabebfebba9ea684d53c3b8151582121d57b9552.jpg
Venant,Hyundai,2016,Automatique,"Cité Damel,Dakar",6000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c8dc5ad230edd2fd32dc0d73cd48f313/-/horizon-files-prod/ed/picture/qzvdq4vr/0441921aa985558095778b5178eab84f005df2b2.jpg
Venant,Ford,2015,Automatique,"Ouest foire,Dakar",5500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/aa348a561409fa61c52e8a68e81dc8eb/-/horizon-files-prod/ed/picture/qpd65wdw/d95f99e2fa13916ed4b30d928f3e6b8444118934.jpg
Occasion,Kia,2013,Automatique,"Liberte 6,Dakar",7400000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c84d193d1dab779dfbdf219774e92b79/-/horizon-files-prod/ed/picture/qj4rdj44/2b4900654cf3bbef370da1aaa3b4888ed4b614d9.jpg
Venant,Hyundai,2016,Automatique,"Liberte 6,Dakar",11800000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b51290f18f859aaf98d5b28ca66491cf/-/horizon-files-prod/ed/picture/qkrgdr92/4a8e716c7430004de047c51e1d527e9f0666338a.jpg
Occasion,Mitsubishi,2009,Automatique,"Liberte 6,Dakar",7500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ae8af0073a6b0f64f540ff0e70b2d849/-/horizon-files-prod/ed/picture/q8v52z07/392152e66636092e1b8eb1c9c83b5049b6b25ac4.jpg
Occasion,Ford,2013,Automatique,"Pikine,Dakar",3900000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/57279c3f524d3dfa94c78278e721a02a/-/horizon-files-prod/ed/picture/qrzvkq29/4b82a524b4f90581de5e27ee3462e405a7f2f1dc.jpg
Occasion,Toyota,2019,Automatique,"VDN,Dakar",40000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1ebfadbf867d350a6d5f516b56a9d9a5/-/horizon-files-prod/ed/picture/qxj2w7jq/11d0ba2293d9caa7c0ef96bf18c5540fbbcc6d3b.jpg
Neuf,Ford,2016,Automatique,"Liberte 6,Dakar",11500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c35043893b0e8585e4cb77745febec8e/-/horizon-files-prod/ed/picture/q4482dj5/7ead2d16f11ac5de6dc4622185330e37e3deda19.jpg
Neuf,Ford,2020,Automatique,"VDN,Dakar",14500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/dbc0ed3aaa7b95e00a6721fd8c869d38/-/horizon-files-prod/ed/picture/q785d8ne/2d7c10a106ce89913d035a948cb4a119b66289bb.jpg
Neuf,Hyundai,2016,Automatique,"Liberte 6,Dakar",6200000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5895344db59e55367be7ead0a60b81f8/-/horizon-files-prod/ed/picture/q0gwz07g/b0b239dbfd6d599dee8f0894eaf35f084cb45fc5.jpg
Occasion,Ford,2007,Manuelle,"Mbour,Thiès",6400000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/03f01e33c8ccb01fd13c9738a683817f/-/horizon-files-prod/ed/picture/qv4e0482/8cfbbb1a1e1eb847646d0399809736e337407acf.jpg
Occasion,BMW,2016,Automatique,"Grand-Dakar,Dakar",21500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f545255cf222faecf4fd74e7faeb93c0/-/horizon-files-prod/ed/picture/q8v5vpkz/93b9da350d46b4f79664b8f5c906a3edd848ea6e.jpg
Occasion,Hyundai,2013,Automatique,"Guediawaye,Dakar",4800000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ff175b48aaa8ffba4b44b0987e0ea248/-/horizon-files-prod/ed/picture/qkrgv8dz/49c8aa384876d87ca776862e0503f1dc8a17456c.jpg
Occasion,Mercedes-Benz,2013,Automatique,"Sicap Sacré-cœur,Dakar",4700000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5937bf20b2ff996127b9274ef5f7b0b8/-/horizon-files-prod/ed/picture/q6xk2xep/cce0117799e0cf04e15a03126fbeb27f8396f5a5.jpg
Occasion,Ford,2017,Automatique,"Sacré-cœur,Dakar",9500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e420314cbc9d81ae219abe60635bd8a5/-/horizon-files-prod/ed/picture/q0gw0dnk/f0417fe61f496c96c1f9c26d88bfd306f4f1dcea.jpg
Venant,Mazda,2016,Automatique,"Sicap Sacré-cœur,Dakar",10900000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9bead16a345a642606b5890a387a5c45/-/horizon-files-prod/ed/picture/qdekj565/f4e31e50e3ffc18b3e0c4ae19dca99a51f142a07.jpg
Venant,Peugeot,2016,Automatique,"Liberte 6,Dakar",7700000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8cb274a6b13d35362ffbdf0671f6274e/-/horizon-files-prod/ed/picture/qq47k4rk/6921f8e433090c7eaf31d0b52075191fc33fe58d.jpg
Occasion,Ford,2014,Automatique,"Colobane,Dakar",4500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7567d391ff71934fe38a398d57a3edee/-/horizon-files-prod/ed/picture/qv4e04jk/bed6a141abdc99ff9b6dee59c66a92eb97751229.jpg
Venant,Ford,2015,Automatique,"VDN,Dakar",9500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f7c64a900285f91b10f93a8e7a953eab/-/horizon-files-prod/ed/picture/qj4rd4gv/69cccd431f9970274f908cc566978eedd33d2393.jpg
Occasion,Citroen,2007,Manuelle,"VDN,Dakar",2500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/579902676ac43ed58208ef3786b9a610/-/horizon-files-prod/ed/picture/qgq9kqrn/9c049ae6dcf735a3f686ac90253d0effc7f5ba52.jpg
Venant,Kia,2016,Automatique,"Parcelles Assainies,Dakar",6950000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/655cbf736d73d14a0a9beac580305ada/-/horizon-files-prod/ed/picture/qxj2enmn/5e01d43ac1031c63f5a322629db712f115fc513d.jpg
Venant,Peugeot,2016,Manuelle,"Keur Massar,Dakar",4500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/dc073b0b6168eec7683363d8c2708ada/-/horizon-files-prod/ed/picture/qrzvjgjm/36d80a2fba4c2f5850fa453789c71e24865e550f.jpg
Venant,Kia,2016,Automatique,"Ouest foire,Dakar",12000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/338b20a008aa1ba865ed320cbcadbcac/-/horizon-files-prod/ed/picture/qenqmnr5/87fcb6b63ec4aabf9e4a933e8d8755568b6fc668.jpg
Venant,Toyota,2020,Automatique,"Almadies,Dakar",32000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/76e6f859394c6a2832aae0e21f76d922/-/horizon-files-prod/ed/picture/qq4787mz/b230b27bbae1511eacad8d45aba1fcaa39374fbc.jpg
Occasion,BMW,2015,Automatique,"Almadies,Dakar",12990000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/428620cb209e47ac157c181b34072a8a/-/horizon-files-prod/ed/picture/qwe29epj/12973344e4145a83f902628461d50606e7c70a78.jpg
Venant,Mitsubishi,2017,Automatique,"Almadies,Dakar",9650000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5564e6612b07f4562f38828e845ded6d/-/horizon-files-prod/ed/picture/q0gwxg78/f6de8eac8c4df91e9093d1a82eae7e87bf13434d.jpg
Venant,Mazda,2016,Automatique,"Almadies,Dakar",9690000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0ad0731c131328a6219c6e546cd8eb9d/-/horizon-files-prod/ed/picture/q6xk2xdd/4a28bc99e0eb10f44db3554fbf0cfcb7050c890e.jpg
Venant,Ford,2014,Automatique,"Almadies,Dakar",4790000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5a3c332db2bb846015497cbf50c09f2d/-/horizon-files-prod/ed/picture/qxj2njp2/1ea440dc67348d9a4aac7b7087c2169613205a83.jpg
Occasion,Ford,2018,Automatique,"Almadies,Dakar",5990000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/073a191f826205b91c333abb6443b4a6/-/horizon-files-prod/ed/picture/qrzvkz8q/742f4ec78745e60212ecc05b3edacec1e55682c0.jpg
Occasion,Ford,2014,Automatique,"Almadies,Dakar",4990000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ac938677f106f9ae7c4d5b9ac3408827/-/horizon-files-prod/ed/picture/qq47k47p/ab8fdacb1cb5d6e2e12e0bad321d8d99de8f15f0.jpg
Venant,Audi,2017,Automatique,"Almadies,Dakar",13000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7b878bd9c44e4398073552ea39776cc3/-/horizon-files-prod/ed/picture/qzvdqvdq/2af8d1711f6c70048e90fb863b8c69f6eda019d7.jpg
Occasion,Nissan,2016,Automatique,"Ouakam,Dakar",8500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/aa2dd2eb127d3d97f500e03426b3f61e/-/horizon-files-prod/ed/picture/qrzvkz2q/5c2fd712b2787c5241529df693f2e87cd55da300.jpg
