etat,marque,année,boite vitesse,adresse,prix(FCFA),image_lien
Réconditionné,Hyundai,2013,Automatique,"Colobane,Dakar",7800000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/5435a6e54c23e9a972a4c1dd80a7d79c/-/horizon-files-prod/ed/picture/qdek8q85/18c42ae5a4103291786df869d1ea08981c2185ac.jpg
Venant,Peugeot,2017,Automatique,"Gueule-Tapée,Dakar",15000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/9c0deb185a80a9f8130bf731d4d11caa/-/horizon-files-prod/ed/picture/qrzv5wxn/aedff36d0a996ecd1aa197d9a716951536d41b12.jpg
Venant,Ford,2016,Automatique,"Gueule-Tapée,Dakar",10500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/9ab22dff8695051c99e5bba27e0e6cb1/-/horizon-files-prod/ed/picture/q0gw566m/3c8dbccacf4094150e9d96ecb7346a98cce04a20.jpg
Venant,Hyundai,2016,Automatique,"Cité Damel,Dakar",11900000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/22900ff038313c26e9d52de1ba133b9f/-/horizon-files-prod/ed/picture/qgq9xrnr/8e92441339344ea537803f3b443c16f7e5fc5e20.jpg
Occasion,Hyundai,2013,Automatique,"VDN,Dakar",6000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/8acc7f0d4e1a011a0785cb4864c00307/-/horizon-files-prod/ed/picture/qzvdmknv/cad0c96d096c9209b8b034fa925e5314e2f1ecab.jpg
Occasion,Hyundai,2012,Automatique,"Fenêtre mermoz,Dakar",2900000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/6e38d5745ff42b01338641b40103f2be/-/horizon-files-prod/ed/picture/qq470nm6/0b046b7b7a80b16682d38a5f15e4623980dc9368.jpg
Occasion,Mitsubishi,2007,Manuelle,"Sicap mbao,Dakar",3500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/81992fb546a554093c1c32b63549c0c9/-/horizon-files-prod/ed/picture/q7852qk5/6ab1844b611a05788fb8ae24beb0f79498e9d43f.jpg
Venant,Mazda,2017,Automatique,"Fenêtre mermoz,Dakar",13000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f1583f5f31ba2bbef80b88700a4c4f7b/-/horizon-files-prod/ed/picture/q2jqmv4e/d031b23d424ab92b98b1904bc3e364bb4a2bf5bf.jpg
Occasion,Peugeot,2018,Manuelle,"Grand-Dakar,Dakar",16000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/69b5a8ca3bf5bfa85b5ad19239a47d89/-/horizon-files-prod/ed/picture/qxj2rm4n/0466490366cb09262ac8794d54aa76978e62499b.jpg
Venant,Ford,2015,Automatique,"Biscuiterie,Dakar",6600000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/081f1586ebf2d1a9c1e126ed1bc00aaa/-/horizon-files-prod/ed/picture/qq470npp/dfdba96ecc0f7a7d11d8c1f832ee73cb07b2354d.jpg
Venant,Toyota,2016,Automatique,"VDN,Dakar",17000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f037a958258a97e42fe2f76a2fc0894c/-/horizon-files-prod/ed/picture/qv4ev6ng/8e559690af06d43f3774eee54f97df9ee8da4b02.jpg
Venant,Toyota,2010,Manuelle,"Parcelles Assainies,Dakar",4800000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/8d0c037e30c4ac6aa016be286c028eb0/-/horizon-files-prod/ed/picture/q56xjnge/60c377e21bd17ee3c243293af76d3c677921dacd.jpg
Venant,Ford,2012,Automatique,"Colobane,Dakar",3300000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e4bc3194426bd625a2faccf067a16257/-/horizon-files-prod/ed/picture/q56xjd6e/57f583f046e771192f4126c2908566d0775e669a.jpg
Venant,Kia,2018,Automatique,"Yoff,Dakar",12500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/83797edfc558d39cb22d8f4c18ec03fe/-/horizon-files-prod/ed/picture/qxj2r2e0/3163e525a669260af352de850acaf95956d164b9.jpg
Venant,Hyundai,2015,Automatique,"VDN,Dakar",9000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/04d4e067a6aad90e581c4c290012bea8/-/horizon-files-prod/ed/picture/qgq9xgzm/f31ac500778c6b9c033ea57e50147f4e6f5481ec.jpg
Occasion,BMW,2014,Automatique,"Golf,Dakar",10900000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/973555e336f86cb117050fbc7decff07/-/horizon-files-prod/ed/picture/qm5p99qz/0e404d66f339670fbbfee126783731b0698f42d1.jpg
Neuf,Audi,2019,Automatique,"Mamelles,Dakar",17700000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/a75a0196b6aacf3738f28bd055b1c9c1/-/horizon-files-prod/ed/picture/q2jqmx0p/adb437462d2c56da3c6a78e04bdf6b374c0cc67d.jpg
Neuf,Renault,2023,Manuelle,"Almadies,Dakar",12500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/3d2cd164abeb760966f379e441f45a07/-/horizon-files-prod/ed/picture/qngx6q9w/f0aff1427adb873ac0fd40491e1ca6f575c60c7e.jpg
Venant,Hyundai,2015,Automatique,"Plateau,Dakar",8500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/7b6b7344227ea3b1ed00ce02138fea04/-/horizon-files-prod/ed/picture/q9m97vm7/93e21d6116cf69109da65e40c520bd00ae703d6f.jpg
Occasion,Jeep,2015,Automatique,"Yoff,Dakar",11500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e171d8fdb5df5439d30c2996fdd93984/-/horizon-files-prod/ed/picture/qq470xr7/576032dc32d2aac931807c07775273215a22b669.jpg
Occasion,Kia,2016,Automatique,"Mermoz,Dakar",9900000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e7759dc1d67361a1bb17b07f61dbda2c/-/horizon-files-prod/ed/picture/q6xkp9xv/db1baba77313186bed1f48c28c0606ba7ad734d0.jpg
Venant,Ford,2018,Automatique,"Colobane,Dakar",12900000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/349792a8b398b188339585ec414120c0/-/horizon-files-prod/ed/picture/qkrgje5m/8a5374adbba19d0511a23bdaad0671dac207ffbf.jpg
Venant,Toyota,2020,Automatique,"Plateau,Dakar",23000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/2ae42336231f676fad69e39b2da2b548/-/horizon-files-prod/ed/picture/qngx6exk/570a455bc6d77ee42203c4553400b7792e19838b.jpg
Venant,Mercedes-Benz,2015,Automatique,"Almadies,Dakar",16500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/eb2b07b79cac310c752e8641f47c9b2b/-/horizon-files-prod/ed/picture/qv4ev5vv/fd60843af37d6bcf57e5259ed080cb552e8d6fe7.jpg
Occasion,Citroen,2012,Automatique,"Colobane,Dakar",4800000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/4637acaa89e0395418872dc8345dc36d/-/horizon-files-prod/ed/picture/qgq9xe92/692a5d315786c55e5344543b9814862564843aa8.jpg
Venant,Mitsubishi,2015,Automatique,"Colobane,Dakar",8800000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/502dc0727c00d558d6a73f5b174c49f9/-/horizon-files-prod/ed/picture/q56xj0dp/62adc299dfd42b0fe3c9e1343d23f638cd3dad2b.jpg
Venant,Jeep,2015,Automatique,"Liberte 6,Dakar",8700000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/cac9db341b1043f5171915e3b335f459/-/horizon-files-prod/ed/picture/qrzv9erj/fbae6fc48697f2dfce0f23f36913d59e7c04ffeb.jpg
Occasion,BMW,2013,Automatique,"Liberte 6,Dakar",4800000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/1404139e09b2534dbebd856afd822b21/-/horizon-files-prod/ed/picture/qdek8p9g/bae12ab7c36611b95206941ff8261c7dfc2d3c4f.jpg
Occasion,Renault,2012,Manuelle,"Liberte 6,Dakar",3700000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/48abc16c5193edec13aa19d61ce4f8eb/-/horizon-files-prod/ed/picture/q7852zjn/d8ced47224e16c3b57ef50aa04318f4e7c745bdb.jpg
Venant,Hyundai,2017,Automatique,"Sicap foire,Dakar",14500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/fa6166477632dc13e2711b96e3a5c7a4/-/horizon-files-prod/ed/picture/qzvdm9zn/bb9d8b30638fb0ccbbc3af462205bb8af31bf5ec.jpg
Venant,Kia,2016,Automatique,"Sacré-cœur,Dakar",11500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/207397d079b0aeb42dc0722be3d7363a/-/horizon-files-prod/ed/picture/q2jqxndp/db83a545ee9323c2e6d2bf9ea3ce1cdcce777cec.jpg
Neuf,Hyundai,2016,Automatique,"Cité Damel,Dakar",11500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/a6f44a0bdb1e8046fc7375c432acfd69/-/horizon-files-prod/ed/picture/q56xk0qn/42b4c91abe4c717548ff3dd693c5234e5f6959b2.jpg
Neuf,Ford,2020,Automatique,"Cité Damel,Dakar",18000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c3f5979940cf6129822293f030ea5c0f/-/horizon-files-prod/ed/picture/qen50v94/7b0d31eddd5284fb79fa8cca17758d245fb2bf09.jpg
Occasion,Peugeot,2011,Manuelle,"Cité Damel,Dakar",3800000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/7ae59c89876f2646636c759b2bfb13e9/-/horizon-files-prod/ed/picture/qpd6vj7m/a708f6c6fd799bf6556fe67b2f9b2b477497f439.jpg
Neuf,Hyundai,2015,Automatique,"Cité Damel,Dakar",12000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/1a3de0b998a66e4e59aa72b2b3a23b3c/-/horizon-files-prod/ed/picture/qxj2rnkj/dc6ff01be94d176d04a67bce340395a3872fd08b.jpg
Occasion,Nissan,2013,Manuelle,"Fenêtre mermoz,Dakar",5000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c4f1bea9c5579641f7e87ad0ad9da437/-/horizon-files-prod/ed/picture/qenq4ex4/a8617fe2bf274bc959bcf8ae21d9beaddd188bce.jpg
Venant,Hyundai,2017,Tiptronic,"Amitié,Dakar",11200000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e74b4986f7f179d29f56384580833013/-/horizon-files-prod/ed/picture/q2jqxj62/d82d17f6795305b90bf2efbe7b027f0a3d65a262.jpg
Neuf,Mercedes-Benz,2016,Automatique,"Cité Damel,Dakar",19000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/3e72e7d659fb844ffd98969c63c06eea/-/horizon-files-prod/ed/picture/qv4ejdev/b06101e490e23bc0bfd6ea980ff4b2d55fc28664.jpg
Venant,Ford,2015,Automatique,"Parcelles Assainies,Dakar",5700000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/4155e7de4324743b160012efef05b3ed/-/horizon-files-prod/ed/picture/q9m97ggn/ce9e08046c67787704e8a76f4eb7e6df1c1a6076.jpg
Venant,Hyundai,2015,Automatique,"Parcelles Assainies,Dakar",9200000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/44c261b431e65127e96bedddc8a6635f/-/horizon-files-prod/ed/picture/qkrgjz8j/03a6a98232e5a2804f0d709021f10570718ca04e.jpg
Occasion,Ford,2013,Automatique,"Golf,Dakar",4700000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/cd5e87fe394971604ad1aaf556dbc72e/-/horizon-files-prod/ed/picture/qrzv9e7g/f76a9c7d3bb133249dbcda881a67a7d1962a0473.jpg
Occasion,Ford,2013,Automatique,"Golf,Dakar",3500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/872f7463864d29331cc8493d7e0019b6/-/horizon-files-prod/ed/picture/qrzv9e5g/adba127caae42ad1daa78811096afe48dea2194f.jpg
Venant,Peugeot,2016,Automatique,"Médina,Dakar",7500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c84c74ac23a110e0da8f02f733123fb4/-/horizon-files-prod/ed/picture/q8v56wn6/001a1ae9fd1ae9849f384473fb3e4fe8de3d34b5.jpg
Occasion,Hyundai,2014,Automatique,"Guediawaye,Dakar",6800000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/8be3b711d4d9c802e607e4ab32c7f88f/-/horizon-files-prod/ed/picture/qenqe5e9/99bb7b03638938b9a4e6ecf097848aa381f8f237.jpg
Venant,Mitsubishi,2019,Automatique,"Guediawaye,Dakar",11000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/98e433aca90b1ea6a46bedbf913e933f/-/horizon-files-prod/ed/picture/q2jqm0de/2451a38fa6c99773522bef213e298c6d0dcbf81b.jpg
Venant,Ford,2018,Automatique,"Liberte 6,Dakar",7800000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/41b57e9b605f98ff9d8d663f5581f861/-/horizon-files-prod/ed/picture/qrzv9e4g/acd7ea8f42a8401eb660456e156bc75bcb81e15d.jpg
Venant,Jeep,2015,Automatique,"Liberte 6,Dakar",8700000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/07f924d418f3632a226548c9e783cce7/-/horizon-files-prod/ed/picture/qwe24796/5fe8c8c5c070ea860f3e7bc8b34413062480da19.jpg
Occasion,Peugeot,2016,Automatique,"VDN,Dakar",7800000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/aac4c4e85231f3f070da9bce115d2b49/-/horizon-files-prod/ed/picture/q448kv2z/f9ef12f6324e1fb2c60dbe3e559af802b7503918.jpg
Occasion,Ford,2015,Automatique,"Fenêtre mermoz,Dakar",8300000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/1e1bf8c6988d94751b0f3ce955dc428f/-/horizon-files-prod/ed/picture/qxj2rvn4/d32006b17335df147f9b31684f08f6397145ecd7.jpg
Venant,Mitsubishi,2017,Automatique,"Liberte 6,Dakar",9500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f0cd794446c614428f30dbc246e74401/-/horizon-files-prod/ed/picture/qwe2470g/842590f92a057028291fddc85fe8494c2e1c4d19.jpg
Neuf,Toyota,2018,Automatique,"Hlm,Dakar",9300000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/3b2e162b3f819a87d5adafa461129656/-/horizon-files-prod/ed/picture/qgq90rw9/7e068e660f762f41e40082d2b4a93809184d7599.jpg
Venant,Mitsubishi,2016,Automatique,"Liberte 6,Dakar",7700000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/062e65b8cea4ae76fd6f0748465a0b7e/-/horizon-files-prod/ed/picture/qgq9xe7k/277ca736c628e77c2bd848d5ecfbbfc6c6f442e5.jpg
Venant,Kia,2017,Automatique,"Cité Damel,Dakar",12500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/2943943333cce3b39b5700c812d556fd/-/horizon-files-prod/ed/picture/q6xkp9w7/22f453a24b0526cd106181cebc99821e8701b637.jpg
Occasion,Chevrolet,2016,Automatique,"Liberte 6,Dakar",4700000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/b5a97833262df310ace43524520da5e8/-/horizon-files-prod/ed/picture/q56xj0qe/767feca11221c3bd34e38433fe45e0631942aed6.jpg
Neuf,Nissan,2014,Automatique,"Mbao,Dakar",5300000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e74343ec4ac561298fa7f75e2400cdd9/-/horizon-files-prod/ed/picture/qv4e8v9k/4f43bafe0fd932b0ea4e559af38754cf307f49cb.jpg
Venant,Hyundai,2017,Automatique,"Mermoz,Dakar",11500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/708339c47b69f4c22eac2cb82409c358/-/horizon-files-prod/ed/picture/q785zpdz/8dee589fb16b5d98ac9823a4e87a049f7c9597c4.jpg
Occasion,Ford,2012,Automatique,"Liberte 6,Dakar",4700000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/a7fc1680df67ba055f6672bf7e9f2a2e/-/horizon-files-prod/ed/picture/qgq9xerk/9af2b41d71356ce113b20305b456a975cb5a2d36.jpg
Occasion,Kia,2017,Automatique,"Almadies,Dakar",8800000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/4586caef4d482ef8c4af3ccb5ea9d85f/-/horizon-files-prod/ed/picture/qv4erxj5/9cba73db81e3a19cdaa2b04b0b190eee490a13e2.jpg
Occasion,Mitsubishi,2014,Automatique,"Hlm,Dakar",6500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f8b99f4c015609b9bc6449be6d10ea57/-/horizon-files-prod/ed/picture/q56xjqvx/95949a333f3a28a305c7269790675aa135d59e4f.jpg
Venant,Mercedes-Benz,2018,Automatique,"Liberte 6,Dakar",17500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/2cac6874a168ab0845981d2acee58a32/-/horizon-files-prod/ed/picture/qrzv9eg2/95e48ea4de16ed9267f470c410743de77f638b81.jpg
Venant,Ford,2018,Automatique,"Liberte 6,Dakar",7800000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/7fc0243245a2b83857b9d36680d582b3/-/horizon-files-prod/ed/picture/q2jqm648/2f55d67d2be340ba0dbaa488b51a439ddfd427ec.jpg
Occasion,Toyota,2010,Manuelle,"Dieuppeul,Dakar",4000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/1eb52678c8296ff1606e8085a5495043/-/horizon-files-prod/ed/picture/qv4e07gj/3ebdb688601c1425c314ed477cb621d960d391f2.jpg
Venant,Ford,2017,Automatique,"Hlm,Dakar",13500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/fe4dc393bbe44bed99bb9b4403c04388/-/horizon-files-prod/ed/picture/q0gw66wg/959de1f3fad63e15aa26ab71accd85628e213efc.jpg
Venant,Mitsubishi,2017,Automatique,"Hlm,Dakar",12600000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c718dd219c3cb55ae916455a1c38cb82/-/horizon-files-prod/ed/picture/qq47nn4z/a7dc51d0783a2fdf69a2e4ed8bf2c25a2625f30d.jpg
Venant,Kia,2017,Automatique,"Keur Massar,Dakar",10900000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f289f6e60591d13255be1b286b557fcd/-/horizon-files-prod/ed/picture/q56xj0mg/f03a2db219c1245d8abcf3eb2ee7a559b08562b0.jpg
Occasion,Toyota,2007,Manuelle,"Liberte 6,Dakar",3700000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/54fbd408a11a6b8614ae0a0d79d15129/-/horizon-files-prod/ed/picture/qzvdm976/439ff4454cd946374615215ab4f7a27b9eb369c7.jpg
Occasion,Kia,2012,Automatique,"Mermoz,Dakar",5500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d1d3ad72a4906696507e831990e07fc9/-/horizon-files-prod/ed/picture/q448kvwp/7e9e831fabe75fe2181db10d0e027f244890e6b2.jpg
Occasion,BMW,2011,Automatique,"Mermoz,Dakar",7000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/b31490630baaa1f06f67a249f8fc0e5b/-/horizon-files-prod/ed/picture/q6xk8mdj/19164d68e388183519a9862faf607321bc645f34.jpg
Occasion,Jeep,2014,Automatique,"Liberte 6 extension,Dakar",6300000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/b4319ee220e013ed1015bda3bbe1872c/-/horizon-files-prod/ed/picture/qgq9eep9/7c46ae813a40a155d3b6c8eeebb2ea638eb0fce4.jpg
Occasion,Toyota,2014,Automatique,"Amitié,Dakar",14000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/eac1a40abaaba20abf4c4594a62a78cf/-/horizon-files-prod/ed/picture/qenqkrn2/d334c3f8d5043d7a8ab5b14bb6dda9bda7a630a4.jpg
Occasion,Toyota,2014,Automatique,"Sicap Liberté,Dakar",8100000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/fc4e2d11660aeb1a2aeb6df65adf7efb/-/horizon-files-prod/ed/picture/q9m97dzn/c92bfe519c60c3c6942456184d42365520fc7e13.jpg
Occasion,Kia,2015,Automatique,"Golf,Dakar",9750000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d0f302d62e4bcd43b27747a2227e00dd/-/horizon-files-prod/ed/picture/q8v567z0/30af07ee9919628d8ecdbfc71848f572c6f23d65.jpg
Venant,Ford,2017,Automatique,"Sicap foire,Dakar",21000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/1e6961bd2a29d03bb7ff2d8250a82d71/-/horizon-files-prod/ed/picture/qgq960zq/2386ad8548725e578eed9e3ee483bf8c82809ffd.jpg
Occasion,Toyota,2011,Automatique,"Zone de captage,Dakar",5000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/fa20927dc830066c25233c9ee867541d/-/horizon-files-prod/ed/picture/q56xjj95/708b6cf4e2b32b69767d53c33b92abf9e212d972.jpg
Occasion,Peugeot,2009,Manuelle,"Patte d‘oie,Dakar",3400000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/048b3808b06caccf3787452fbc347ef7/-/horizon-files-prod/ed/picture/q448kk64/811d3dff5703c1f27e70881ab01eea114cd4e6fb.jpg
Venant,Hyundai,2016,Automatique,"Djily mbaye,Dakar",8900000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/49bb02d756d8a1b9a0dcd589a4ddff28/-/horizon-files-prod/ed/picture/q8v565q6/09a57a92eb725d201acf04f15f8235ec1f191603.jpg
Venant,Hyundai,2016,Automatique,"Cité Damel,Dakar",12200000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/5ce5ad6651f1cf5cd41d72edbf135c21/-/horizon-files-prod/ed/picture/q8v566n0/394b5682793247aa91fff44915405d86e6591f8a.jpg
Venant,Hyundai,2017,Automatique,"Plateau,Dakar",11000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/71bcff24528f5daac2e2cb94229e9bee/-/horizon-files-prod/ed/picture/q56xzkw2/1a62f606d69a7f228bb706ac2ecc35e40ea95645.jpg
Venant,Hyundai,2016,Automatique,"Mamelles,Dakar",6700000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/af995bf0dcf9121df7599b774eab87a9/-/horizon-files-prod/ed/picture/qgq970zn/349097add41d948805a4382a3fe22c35c5e02632.jpg
Venant,Hyundai,2021,Automatique,"Liberte 6 extension,Dakar",30000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/3482e8560b729a21879b1065a97229a4/-/horizon-files-prod/ed/picture/q9m977n7/bc8a5654e6da2d3857fd215680ea90bb48aaa8a0.jpg
Occasion,Mitsubishi,2013,Automatique,"Guediawaye,Dakar",6500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d7791215e8e6caeac7b50cfd7ccf2573/-/horizon-files-prod/ed/picture/q8v566p0/d19af494e6bb4cf36e5554a64941a39fcc0a7c8d.jpg
Neuf,Jeep,2015,Automatique,"Mermoz,Dakar",7000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e38aa7a75b157996f955ed147bfdf139/-/horizon-files-prod/ed/picture/qngxz49w/305ab773c4ec200dfdd3e36d51378da2a7c03f50.jpg
Venant,Ford,2017,Automatique,"Cité Damel,Dakar",12000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/2c14d8a4d3d98b031cafaa5329b11025/-/horizon-files-prod/ed/picture/qngx67ze/5f74d95af63ff320cae68ef9cbfd092310204c05.jpg
Occasion,Kia,2015,Automatique,"Liberte 6,Dakar",9500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/586c6adba44084d605b3faf50b033169/-/horizon-files-prod/ed/picture/q9m97mqj/b3a9bcd72f33673c662cd37174f2a46fbdca565d.jpg
Venant,Mercedes-Benz,2017,Automatique,"Almadies,Dakar",20000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/dfeff0f8f5573fb7684ce66c66633189/-/horizon-files-prod/ed/picture/qngxjm8e/dcbd488120403db3955d9cc19bffeb2d61b698c9.jpg
Occasion,Ford,2014,Automatique,"Ouest foire,Dakar",4600000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/65566adc86bf7a4270246963484173c9/-/horizon-files-prod/ed/picture/qq47epdz/4e7406809610cf78be2eb6f85a34415a6a6085f6.jpg
Occasion,Ford,2012,Automatique,"Nianing,Thiès",3900000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/56057b73063ea6700f4b4627aab17fa3/-/horizon-files-prod/ed/picture/qm5p2v0w/a8a6a7023a5dc5808cc9397816af94ea1b63f230.jpg
Venant,Kia,2019,Automatique,"Sacré-cœur,Dakar",18000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/6535441b9555412b0ca8e5f5b4fb0bd4/-/horizon-files-prod/ed/picture/q448kkz8/4325bbfa5d0192d462e5477d3b06ffa4a0ac07a8.jpg
Occasion,Hyundai,2013,Automatique,"Sicap foire,Dakar",4700000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/5fca6d90466c8e8d7dd63ac50a7b5317/-/horizon-files-prod/ed/picture/qv4e887k/30f1be54cabf56fd53f7b156f9e2d8ff871378af.jpg
Occasion,Hyundai,2013,Automatique,"Plateau,Dakar",3400000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/45332238537db364fe2f6675b7aa19ee/-/horizon-files-prod/ed/picture/qxj2rv0j/875cbf22d0d3bf5cdc6f1f7a661ab73517be6efd.jpg
Occasion,Ford,2016,Automatique,"Biscuiterie,Dakar",6500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d9ff6d2504b5cda0f15a1aad77905e16/-/horizon-files-prod/ed/picture/qxj2rr4v/3a9db6cbf088d54a26163546e8253a9228c47ba7.jpg
Venant,Toyota,2023,Automatique,"VDN,Dakar",1,https://i.roamcdn.net/hz/ed/listing-thumb-543w/da375fb7b19de0758f0ce7716e8f4c34/-/horizon-files-prod/ed/picture/qxj277vn/249c808ebe2561f3262f18b8ed1659e9f9ab96ae.jpg
Venant,Lexus,2023,Automatique,"VDN,Dakar",1,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c542d2ad92e3c7f7eaf086019a0e3aa5/-/horizon-files-prod/ed/picture/q8v577wn/e701f8d9830891d461c575efaaece0c09cb3c690.jpg
Venant,Mercedes-Benz,2015,Automatique,"VDN,Dakar",1,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f106d956647a83efd5c7475229ae2401/-/horizon-files-prod/ed/picture/qgq9666r/211d39c8a2888dff3ddd1e839f5e91a72fe5bcbd.jpg
Venant,Jeep,2015,Automatique,"VDN,Dakar",1,https://i.roamcdn.net/hz/ed/listing-thumb-543w/a901153cdecafb573635a05bbbe513ca/-/horizon-files-prod/ed/picture/qpd6444v/864b4218dcabd1414f89eba64c45d128d1bc1de6.jpg
Occasion,Range Rover,2015,Automatique,"Pikine,Dakar",8000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e8f3c31d939ca79f4bbdf27363714ac1/-/horizon-files-prod/ed/picture/qenq4wzz/7651e647d0be9b7cad1b61a13f1674481c12b426.jpg
Venant,Chevrolet,2016,Automatique,"Golf,Dakar",5500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/880f41da4b4b9dd28281cd1312d4fcda/-/horizon-files-prod/ed/picture/q2jq6q86/8384444978ec2440b09bd887cf5472bb3e8eb02e.jpg
Occasion,Toyota,2014,Manuelle,"Point-e,Dakar",6950000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/a257ea57262bfecae98045acbabd34f0/-/horizon-files-prod/ed/picture/q2jqmeq2/d14822802fa54fcf75ef30a7d94f2e167ef40e03.jpg
Occasion,Hyundai,2017,Automatique,"Fass,Dakar",8200000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/76351970bd33cb6ae673c9e9f10a5189/-/horizon-files-prod/ed/picture/q448kzn5/71279d0d6f2bb2482ad1b41a715ce00045ca96e3.jpg
