etat,marque,année,boite vitesse,adresse,prix(FCFA),image_lien
Venant,Mercedes-Benz,2017,Automatique,"Sacré-cœur,Dakar",35000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/463c263ce2d1aa0dc465a69af9ed6d83/-/horizon-files-prod/ed/picture/q56xgkj2/32728551b102dacbf7c8cfff42262370e15f4b52.jpg
Venant,Ford,2019,Automatique,"Sacré-cœur,Dakar",15500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f11ea8a3854b45a839bb849d9aba24b0/-/horizon-files-prod/ed/picture/qdek04m7/fd9c0de5067ea08db8a3328d08b8d7c4817dcc73.jpg
Venant,Range Rover,2019,Automatique,"Avenue Bourguiba,Dakar",37500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/7258a02a3c6747b4e8ccd9a9039538e8/-/horizon-files-prod/ed/picture/q8v59wv6/80bd26f047921c45321c088f9ca25365adce979b.jpg
Venant,Hyundai,2017,Automatique,"Avenue Bourguiba,Dakar",12300000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/262ccc56db216eeca9e179e5a7745028/-/horizon-files-prod/ed/picture/qq4djq5j/da688b57b672e821e0fd46552b2ed6b4665ac113.jpg
Occasion,Mitsubishi,2011,Automatique,"Zac Mbao,Dakar",5500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/5f1c8c90ddf38f492aee5d661a75c1ec/-/horizon-files-prod/ed/picture/qwe2wq4z/245c909db43069a0b1e5b7e25823bb1728bc88fb.jpg
Venant,Jeep,2016,Automatique,"Patte d‘oie,Dakar",6000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e45337d8f428658590dfbb7b5025aa10/-/horizon-files-prod/ed/picture/qzvdzkpr/5d22c70a706dbfa03791be5653fdd0f0a0ad0fd9.jpg
Occasion,Peugeot,2011,Manuelle,"Point-e,Dakar",3000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/221203d27b6a0eec11417d0eccb79eeb/-/horizon-files-prod/ed/picture/qj4r5dqv/d7fe462b1cb86055f26d306acc2f24814998c772.jpg
Venant,Toyota,2007,Manuelle,"Almadies,Dakar",9900000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/fa12448b5150577e802fd5595b8f728b/-/horizon-files-prod/ed/picture/q6xk5m7z/aeca8f19dd2f20991fa5ed00073b28e083080109.jpg
Neuf,Peugeot,2016,Manuelle,"Cambérène,Dakar",8700000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/51b9149537f12e318d8043dd27569f55/-/horizon-files-prod/ed/picture/qxj2874q/2ae2ec2ab26fe68d727665f6ef35545f611d6e3e.jpg
Neuf,BMW,2024,Automatique,"Almadies,Dakar",140000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/4c5ecabb8bb0824b92fd62dcf38cb6bb/-/horizon-files-prod/ed/picture/qq479rdj/2e18f4b2eb4597d7739ad3bc52246c21b6b74ab0.jpg
Venant,Ford,2015,Automatique,"Yoff,Dakar",5500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/b2d5b01f881cf9e7d8714457ed9c2caa/-/horizon-files-prod/ed/picture/qgq9mrem/28f2d1244f6817cc3e5121bfac24a325fc5d0d1e.jpg
Venant,Nissan,2015,Automatique,"Yoff,Dakar",8500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/477fc44e1cb3172fed94f664f7ea02e3/-/horizon-files-prod/ed/picture/qv4ez7q2/e57d55d00c4f38e9ef4e0b0a3f6452e4671c0aaf.jpg
Occasion,Hyundai,2013,Automatique,"Yoff,Dakar",8500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/4cdc27bb0f71f9f837cf4e9ba7de7904/-/horizon-files-prod/ed/picture/q2jqwpnk/aa5aa027d775ae4936d599faf37125d21f2921a4.jpg
Occasion,Hyundai,2013,Automatique,"Yoff,Dakar",6900000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/edce4a8ce9378aa8be4fd0380f58f17f/-/horizon-files-prod/ed/picture/qj4rz055/34f818f9a3bbe449bfe77c36a72d2ebaf152493d.jpg
Occasion,Mercedes-Benz,2014,Automatique,"Almadies,Dakar",9000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/27771dc54ff6f9777226bbdcba3432f0/-/horizon-files-prod/ed/picture/qenqw0wk/59865839c0fff66dde3ce73bba18f129983b06c0.jpg
Venant,BMW,2019,Automatique,"Almadies,Dakar",36000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c38c5fd87b2bdca841f795f5e8360188/-/horizon-files-prod/ed/picture/qm5pn2ew/7e334c03a2ed758cf7ea8635f0ad93165ec1e1e2.jpg
Venant,Mazda,2015,Automatique,"Guediawaye,Dakar",5900000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/059fded80cb18e5efe26b0ed761f03b4/-/horizon-files-prod/ed/picture/qenqpkpx/65e11da30f18a6c82dfa41323bdf74665e0970fd.jpg
Neuf,Hyundai,2015,Automatique,"Liberte 6,Dakar",9700000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c2b66471006e2defba55fc2be292ce36/-/horizon-files-prod/ed/picture/q9m9gew0/da60c2867e3841c67ad594f543200b1877732d75.jpg
Occasion,BMW,2015,Automatique,"Sicap Sacré-cœur,Dakar",13000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/dd6c0b7b153ce0327c3a8a855fc9d424/-eyJvciI6MjcwfQ%3D%3D/horizon-files-prod/ed/picture/q0gwdjgd/9ddd4bb95cfc9fdbf2b993d387519df10dadfd81.jpg
Occasion,Mazda,2019,Automatique,"Ouest foire,Dakar",16500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c98737ef36e6d492538b555d207608d4/-/horizon-files-prod/ed/picture/qxj2x64j/f7f174754ec739654e02ae3f07c94766c83d611c.jpg
Occasion,Mitsubishi,2022,Automatique,"Hann Bel-Air,Dakar",21500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/489bb83d2abc59548461940e67fc1e4f/-/horizon-files-prod/ed/picture/qenq6v8k/bb03e2576d6aaaf85f7f7252c8046bd10ba4f624.png
Venant,Hyundai,2016,Automatique,"Almadies,Dakar",5800000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/37bc05cccf7e51f08862a3d6e6364e44/-/horizon-files-prod/ed/picture/q6xkzqj8/28dc6ea50b843eff544d0dc9a359a936c310ea21.jpg
Venant,Mazda,2017,Automatique,"Almadies,Dakar",9000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/77d0082ce346acd1b7d80d49b86a1b74/-/horizon-files-prod/ed/picture/q7859j6q/38b39e1f4d98626a7ce462ee2988f68a8599e320.jpg
Venant,Hyundai,2017,Automatique,"Almadies,Dakar",10000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/8120a190c45340de7998ba992d8a07e3/-/horizon-files-prod/ed/picture/q6xkzd2g/b5f66cf267905e563b5bef7f8c899e07b86cd466.jpg
Venant,Mazda,2017,Automatique,"Almadies,Dakar",10000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/52de69d1f654f5ca5196e2150faf6cd6/-/horizon-files-prod/ed/picture/q8v5nvwr/f9457e5110f50ee4303c3567abd55831f6112d57.jpg
Venant,Toyota,2017,Automatique,"Almadies,Dakar",33500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/ddf27be0d09f44e6e401c854e3a2b946/-/horizon-files-prod/ed/picture/q6xkzq26/0476aeba4e5d4747912f1c3776bfe3acd2dd06f1.jpg
Neuf,Jeep,2018,Automatique,"Guediawaye,Dakar",17000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/59fdea7e8089d9ecd3d67b1026fa1108/-/horizon-files-prod/ed/picture/qxj2xgzw/822866a9f3d07476e9cca12477d27272e9dc1bf7.jpg
Venant,Jeep,2015,Automatique,"Dieuppeul,Dakar",18000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/3e32776ed54828a9a8fb23369010ed9a/-/horizon-files-prod/ed/picture/qzvdj5kg/e92fd5e9b0f0146ce98e831367a586cccf2eed58.jpg
Venant,Peugeot,2018,Automatique,"Almadies,Dakar",14500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/a909fbddd369711cf037a935a8bd1997/-/horizon-files-prod/ed/picture/q0gw5g6d/fb280416d3c5a0da539133b337eeba987c51966f.jpg
Venant,Mercedes-Benz,2020,Automatique,"Patte d‘oie,Dakar",28800000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/76ea99191e1fd42de887a44ca4076e29/-/horizon-files-prod/ed/picture/qm5pnj6z/957869f7309835786a3e70788598836fa8dbb21f.jpg
Venant,Mitsubishi,2016,Automatique,"Gueule-Tapée,Dakar",9150000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/39ed4e8aa4621aee964c794e68324924/-/horizon-files-prod/ed/picture/qgq9zm5k/30963dd8656e9d81aadaf15d30b35fb428865cb4.jpg
Occasion,Mazda,2017,Automatique,"Ouest foire,Dakar",9000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/db2c652907841f5f0af04658c8bbd7bf/-/horizon-files-prod/ed/picture/qj4rzmqe/a40ca3cbf3bdd01f7d8eb29d29a2ef0c7a31309e.jpg
Venant,Peugeot,2015,Manuelle,"Sicap Sacré-cœur,Dakar",7600000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/bc366448105c37055281316ffe4273cf/-/horizon-files-prod/ed/picture/q2jr48p8/c45c6e47bb5ec50ab5e6f66e57333a02f47abc38.jpg
Venant,Mercedes-Benz,2016,Automatique,"Yoff,Dakar",22000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/89698aed2dbcc28aad1dd665a102953f/-/horizon-files-prod/ed/picture/qwe2jnr6/6678b973252fe1ef2d010fb8b5e263defa4085fd.jpg
Neuf,Ford,2016,Automatique,"Cité Damel,Dakar",8100000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/b6c9eb8c4272d0977b196ba5a4e4e1fe/-/horizon-files-prod/ed/picture/qpd606rq/28793d5fc98e611272eee49967a54b600906268c.jpg
Venant,Hyundai,2019,Automatique,"Grand-Dakar,Dakar",27500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/cfef5bb7cd4c366be6db3efba4795fb0/-/horizon-files-prod/ed/picture/qrzv56k2/a1bda06bb8c30bb5a2ae6df21268509baef9ddc0.jpg
Venant,Ford,2016,Automatique,"Ouest foire,Dakar",6500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/bee2bec5cae640222284b18ec532e2a1/-/horizon-files-prod/ed/picture/qm5pd0jr/2cba58c6faeccf4ae3b328e52e94307eed74dee8.jpg
Venant,Ford,2015,Automatique,"Sacré-cœur,Dakar",11500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/773bc006010034fd6a2e7fac2024fa34/-/horizon-files-prod/ed/picture/q0gwkezx/c537f115d31e2af27f9e3aaca78dc302399c245c.jpg
Venant,Jeep,2017,Automatique,"Sacré-cœur,Dakar",21500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/53f78d58a03e5311506e30fb898eb3f9/-/horizon-files-prod/ed/picture/qj4jdw5d/90dcce620b6602f802ce6c39fb6d9851c1096ccd.jpg
Venant,Toyota,2015,Automatique,"Ouest foire,Dakar",9500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e18918608e8567b1539989e1ae920e56/-/horizon-files-prod/ed/picture/q9m90j6j/7cbbbcf27fb330a2c545e9b3e4ec7d63ad4c8b67.jpg
Occasion,Ford,2017,Automatique,"Ouest foire,Dakar",9200000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/7dcdebbc1d7708236822404d6ff3f320/-/horizon-files-prod/ed/picture/qj4r26g5/fedfdc6db3ae3342941c9f1a72d689f9c24e7e39.jpg
Occasion,Chevrolet,2011,Manuelle,"Patte d‘oie,Dakar",2500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f385e5c7d9b3e6e3a7069910a22fd81f/-/horizon-files-prod/ed/picture/qxj2qmgq/eed9805e6d2fedead86474214b67983ae7ae662d.jpg
Neuf,Ford,2016,Automatique,"Cité Damel,Dakar",8500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f59690ff1168ceeeaba7d4ab8984ca54/-/horizon-files-prod/ed/picture/qngx7p5x/5f90c649699b771fd9dfe4475645ec10ee940e4c.jpg
Venant,BMW,2023,Automatique,"Almadies,Dakar",50000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/4bcd9d7fc44671ae92eef2a9f1e2b29a/-/horizon-files-prod/ed/picture/qq47g4ek/4ff1eb47438b5d4ac6beaa9cebc46c05701e4d57.jpg
Réconditionné,Kia,2014,Automatique,"Mermoz,Dakar",4000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/947c01b660ee53bf564369c468cf22f0/-/horizon-files-prod/ed/picture/q448jrje/e109c63b352f89f5c6af483b6ca2cefbab6b7de6.jpg
Neuf,Ford,2020,Automatique,"VDN,Dakar",15500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/0e1734ff597b13756853b63923447b8c/-/horizon-files-prod/ed/picture/qpd62gxx/e4ce24f4f6644255dae84d509a926585f0784fdc.jpg
Occasion,Hyundai,2015,Automatique,"Mermoz,Dakar",8800000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/46d26785c3ce59e541699b97f70d2a3c/-/horizon-files-prod/ed/picture/qxj2xpx0/10da9274a66a77ae845ddf8efbd4e6fd4a767e53.jpg
Neuf,Ford,2017,Automatique,"Cité Damel,Dakar",9800000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/2d2296da8c19c33c88434d2097a8a01a/-/horizon-files-prod/ed/picture/q56xz4qx/b8f65e6d5b65cd610978f22a0cce5c16168ff128.jpg
Occasion,Ford,2016,Automatique,"Cité Damel,Dakar",9600000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/de6a88c7376a6581dcc6b375a28090ed/-/horizon-files-prod/ed/picture/qenqp4mx/ef96416fd48084b23d1758d90a472b70b475ef0f.jpg
Occasion,Toyota,2016,Automatique,"Almadies,Dakar",6500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/91939cc5aad3caa0e8fc3a675d45c373/-/horizon-files-prod/ed/picture/qpd62mgq/1ea49567e6c65dd5fad24e01a7b768145b67a485.jpg
Venant,Kia,2016,Automatique,"Sacré-cœur,Dakar",11800000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/098cb19873b87b76452b5bf52082e044/-/horizon-files-prod/ed/picture/qenqrekd/feae21f314fdad1766126c8ef995e9ee43b173b4.jpg
Venant,Mazda,2016,Automatique,"Sacré-cœur,Dakar",18000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/129ea3eb7a4b3f28c35758a38d08c23b/-/horizon-files-prod/ed/picture/qgq9zmne/a58d1e66f31edbae34be4a95d6c010c555fa646a.jpg
Venant,Mercedes-Benz,2015,Automatique,"VDN,Dakar",12500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/4b48a11f6f74468692b6904c34f5a0d5/-/horizon-files-prod/ed/picture/q4487nr5/0be7ad431254bf4537d7587c4f74ee802057859d.jpg
Occasion,Toyota,2015,Automatique,"VDN,Dakar",19000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/0b58f4fcdaebf813c34ae44006f94282/-/horizon-files-prod/ed/picture/qngx2pjg/bc770f5f599e87e10eec7728c39ee3b6ad80e94c.jpg
Venant,Hyundai,2015,Automatique,"Sacré-cœur,Dakar",16000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e4a7a8a7bd33c95fb3bc6be08f6ab55d/-/horizon-files-prod/ed/picture/qkrg20nn/f0761c0c77394e676280e1c8691d3ae62aa6910f.jpg
Occasion,Peugeot,2008,Manuelle,"Mermoz,Dakar",2700000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f3803576a7c80739acc6b429d0ce0f90/-/horizon-files-prod/ed/picture/q448788m/e3bae699bb08fa707d900e110d7cc8a1891d302d.jpg
Neuf,Hyundai,2017,Automatique,"Patte d‘oie,Dakar",12500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/4c2979367677cf9298de7fcc75b13cb7/-/horizon-files-prod/ed/picture/q0gwdend/056c72ce7da57fb2d6bdadc367bdd9cea3b4751a.jpg
Occasion,Chevrolet,2015,Automatique,"Gibraltar,Dakar",21000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e305195c4ba4631308e5080096b7285b/-/horizon-files-prod/ed/picture/q7850k9j/15e61762079835f4226bd393ef46a722a145ccc7.jpg
Venant,Kia,2015,Automatique,"Almadies,Dakar",7800000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/8312a77692ff1d6c56852a95b34d55dd/-/horizon-files-prod/ed/picture/qkrg270z/1ae13c3b11a9868fd8f59f903f64a92ca8158741.jpg
Venant,Peugeot,2015,Automatique,"Parcelles Assainies,Dakar",7000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d976cad6b6f905b7ac97c1350623ffee/-/horizon-files-prod/ed/picture/q8v5gzjx/c57e58d44c28725b509c3c60880260b38b0a6c5b.jpg
Venant,Hyundai,2018,Automatique,"Ouest foire,Dakar",13500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/575abd15f79d602c2736a20646146d89/-/horizon-files-prod/ed/picture/qm5pdj5g/3fcfe16a90eb6922dbc2b6c974e1284b7bee02f0.jpg
Occasion,Peugeot,2015,Automatique,"Almadies,Dakar",5500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/60417aa2bd42f24d6579899494fb8008/-/horizon-files-prod/ed/picture/q0gw552k/fcbe392abdccdab311f612b0b3fc529ab931df70.jpg
Occasion,Mercedes-Benz,2014,Automatique,"Cité biagui,Dakar",10000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/8b749fc6004264fc0d519db0013d03a6/-/horizon-files-prod/ed/picture/q9m9w5mp/32fb04fcd9a87a3b394e732131be2e4c9c919d32.jpg
Venant,Jeep,2017,Automatique,"Sacré-cœur,Dakar",11000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/266494d30af4e7ae7d6371c1223a721e/-/horizon-files-prod/ed/picture/qv4exxqg/2f9151b9c7f84e6e112f734a8236c788b18209b9.jpg
Occasion,Mazda,2016,Automatique,"Cité Damel,Dakar",7700000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/4e483b751b61eea75202b2d3ac6d50f1/-/horizon-files-prod/ed/picture/q4487dkp/54714d360c40f88f61073e2350444e258a4e0c60.jpg
Venant,Hyundai,2017,Automatique,"Almadies 2,Dakar",10800000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/6e48838efb13e748e61ad457ae7d97ce/-/horizon-files-prod/ed/picture/q4486xx5/f1cab11375520597db2633b0639dbef9c207b317.jpg
Venant,Ford,2020,Automatique,"VDN,Dakar",18500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/ea50d970014db0e1299ffc8baa79fb75/-/horizon-files-prod/ed/picture/q0gwdj4x/265afc701a0d2e7f34424ed80153c7b73c19b8b2.jpg
Venant,Ford,2016,Automatique,"Colobane,Dakar",8600000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/899ae66473a3ee323289bc8bf240943c/-/horizon-files-prod/ed/picture/q0gwdwdm/644873d5cb28b54e574027382c28401263ba3069.jpg
Venant,Mitsubishi,2015,Automatique,"Avenue Bourguiba,Dakar",7800000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/92cb698c87756088816da7a7ab6818e6/-/horizon-files-prod/ed/picture/q44877z9/8f1c07e4d79c14bd025a12123484ab4954c619b1.jpg
Occasion,Mazda,2016,Automatique,"Cité Damel,Dakar",8000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/65cb6723dfb4b52e15bc21a0219ac8fe/-/horizon-files-prod/ed/picture/qpd62jj2/3268ebb1a64e146b2279a1e33650a4572633696b.jpg
Occasion,Opel,2015,Manuelle,"Thiaroye,Dakar",4000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d5bb63b482c4ed2c6bd76888ba67cf6b/-/horizon-files-prod/ed/picture/q56xdg2r/cb24319290811da618b896ce6542e2ef10efa28f.jpg
Venant,Ford,2016,Automatique,"Ouest foire,Dakar",6300000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/b0da1325437a7909dcc106bbbaf97025/-/horizon-files-prod/ed/picture/qzvdee8q/62e5e643ad36ca5ba2a5c97c521fd18de7278996.jpg
Venant,Hyundai,2015,Automatique,"Ouest foire,Dakar",11000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/83ebca47af5963cbd274f84133a57fd7/-/horizon-files-prod/ed/picture/q2jq5k4p/4f3bcbff05236faedacb1c8d326c5ee25ea3760b.jpg
Occasion,Ford,2015,Automatique,"VDN,Dakar",8500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/16c4be1c35b645993e053f7c24845d8c/-/horizon-files-prod/ed/picture/q7859pkn/1e061d69093342f1a61474e3a1d5695178b767ff.jpg
Venant,Hyundai,2015,Automatique,"Grand-Dakar,Dakar",7900000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/ba68ee4911f03d7afeb122141dec5c19/-/horizon-files-prod/ed/picture/q0gw5kxj/3b81dc8d8b06eaeff91fcb09d27422b2a125400a.jpg
Occasion,Toyota,2016,Automatique,"Sicap Sacré-cœur,Dakar",15250000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/3860b4978073122fbd4bc0ba6d7a3da1/-/horizon-files-prod/ed/picture/q6xkzn6j/d5e187a6e2e8d11e8423f3a7d73eccb62207dbb2.jpg
Occasion,Hyundai,2017,Automatique,"Cité Damel,Dakar",10000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d13fcff26095f023652b34790279bbf0/-/horizon-files-prod/ed/picture/qrzv5jnm/2d90f8fbd27ec974be5bdd25657dec9e95207bb6.jpg
Venant,Ford,2016,Automatique,"Ouest foire,Dakar",4600000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/6c56a69638731254dba2b69c9042a4cf/-/horizon-files-prod/ed/picture/qngx05jv/fa20bb8d955b08efa2611e1a9621c3671defe2d8.jpg
Venant,Mitsubishi,2015,Automatique,"Keur Massar,Dakar",8000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/5c7faa36099992dca15638fc8d8a9599/-/horizon-files-prod/ed/picture/q4487qde/109520f0aad3eeefec845b2c30d49d30a04c65a4.jpg
Venant,Peugeot,2015,Manuelle,"Keur Massar,Dakar",6900000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d37c50f4ad6c1675a043ea6b681078b0/-/horizon-files-prod/ed/picture/qv4ex5kw/cb7aa6137dd13634e3525ca595bb3dcfba7bd89f.jpg
Venant,Peugeot,2015,Manuelle,"Keur Massar,Dakar",7000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/98fa3eaefd87ac55900e79d473cd397d/-/horizon-files-prod/ed/picture/qgq9zj6e/955709e60bb45f047aff3e2627d8a3a39422958c.jpg
Venant,Jaguar,2018,Automatique,"VDN,Dakar",26000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/ed9fb37d50104dc2bbe0c3eca51b6a1c/-/horizon-files-prod/ed/picture/qwe2neek/1784777975fd9462deac949653d43cf56759e316.jpg
Neuf,Hyundai,2015,Automatique,"Cité Damel,Dakar",9500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/11e6d2f5bd0b342f4ed3ef3b12dc15b4/-/horizon-files-prod/ed/picture/q9m9w50p/2a04e10a53357e2b77c461858819e8f0c98f7aeb.jpg
Neuf,Audi,2017,Automatique,"Cité Damel,Dakar",27500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f086d68b207827f5c10f3bb732a5c4b9/-/horizon-files-prod/ed/picture/qngxjmdx/037cf655b1edf790f0fe6c6342a1bece5b06a3c3.jpg
Neuf,Range Rover,2018,Automatique,"Cité Damel,Dakar",43000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/7d10a4c6cf4c1a81610307cf55f22de5/-/horizon-files-prod/ed/picture/q56xzg2n/e98f44a22ba57c1cf50a7bebdc18dfb6f32a764d.jpg
Neuf,Hyundai,2016,Automatique,"Liberte 6,Dakar",11900000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/755cb8d845acdc23744b65ab352bf51a/-/horizon-files-prod/ed/picture/qdeknvnm/75a6b1e1d86695089865f4ec19ae102278af8e75.jpg
Neuf,Renault,2016,Automatique,"Liberte 6,Dakar",6500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/78925b50f123f21a03953832e8b7b1f6/-/horizon-files-prod/ed/picture/qv4ez7x2/14a1e6ee7caea974c07dcdbd70631d9c73294672.jpg
Neuf,Jeep,2016,Automatique,"Liberte 6,Dakar",7300000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/7453a781b70a62adac6f98c7a4ede61c/-/horizon-files-prod/ed/picture/qj4rz82w/1954b3a27eb67437e73e491eaac98ddc982b56c4.jpg
Neuf,Hyundai,2015,Automatique,"Liberte 6,Dakar",9500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/6acdb411f03bcfa6d118b2612547fc79/-/horizon-files-prod/ed/picture/qzvdz7gq/4e1d4e69770539e8a1362c7856adc363a090ec55.jpg
Occasion,Ford,2009,Manuelle,"Patte d‘oie,Dakar",2450000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/417c2368f04f20bd9f7ab86895b0aee3/-/horizon-files-prod/ed/picture/q8v5n974/3796a82d707dce310f9ef9c6eefd11dccd04dcad.jpg
Occasion,Mercedes-Benz,2017,Automatique,"Cité keur gorgui,Dakar",23000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/6cbd5949a794290cc0b9fc85d99caace/-/horizon-files-prod/ed/picture/qv4ex4jk/219a570df1af41696e4267902facdd9677570bf2.jpg
Occasion,Mitsubishi,2017,Automatique,"Yoff,Dakar",12000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/90dd8af6d0474998ee3bd331cd28c73a/-/horizon-files-prod/ed/picture/q8v54dzr/b93693a6e0f8c9094ce069f75e357c4fdf2039de.jpg
Venant,Hyundai,2020,Automatique,"Cité Damel,Dakar",28000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f6178fc659d76b6bae34c51eba9115de/-/horizon-files-prod/ed/picture/qrzv57jg/f32253a11298b7484b3d73a9387c3274604bbfd9.jpg
Venant,Chevrolet,2023,Automatique,"Cité Damel,Dakar",35000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c99c9f031cb8ab91d0ed669aca97c321/-/horizon-files-prod/ed/picture/qenq2w94/47beef065b935d5320accffc04e46f0b810ded42.jpg
Venant,Toyota,2023,Automatique,"Cité Damel,Dakar",41000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/555305c61c67428a1cbac90933f86309/-/horizon-files-prod/ed/picture/q44876k5/7096f6a35cd916949c496d91c7f0962dd0becc75.jpg
Venant,Range Rover,2015,Automatique,"Cité Damel,Dakar",31000000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/ba095e0db799058eff634dff25cfbce5/-/horizon-files-prod/ed/picture/qgq9zde8/05c74e0f7406693a94dc8e8748ac0ccb11222565.jpg
Venant,Nissan,2020,Automatique,"Point-e,Dakar",11500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/6d7b8b33aef81d46f7cfb14b16159806/-/horizon-files-prod/ed/picture/qwe2pn8g/70b738c2665bef3ea353ec1a96249dcd5382dc3a.jpg
Venant,Hyundai,2017,Automatique,"Sicap foire,Dakar",15500000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/07a6eda7a9e3b34e7cc2251028814d43/-/horizon-files-prod/ed/picture/qrzqxkqn/bdb8fe0f9277ecf5296593b38cc2b7a360e8e8ec.jpg
